Name,Year,Score,Genre,Language,Budget,Revenue,Profit,Music,Thriller,Comedy,Crime,TV Movie,Drama,Family,Western,Adventure,War,Fantasy,Horror,Romance,Animation,Mystery,Documentary,Action,Science Fiction,History,Genre Sum
Amores Perros,2000,76.0,"Drama,Thriller","Spanish, Castilian",2000000.0,20883834.0,18883834.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Paranormal Activity: Tokyo Night,2010,60.0,"Horror,Thriller",Japanese,1350000.0,4160000.0,2810000.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Evangelion: 3.0 You Can (Not) Redo,2013,73.0,"Animation,Science Fiction,Action,Drama",Japanese,26800000.0,60487945.0,33687945.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,4.0
Pokémon: The Movie 2000,2000,67.0,"Adventure,Fantasy,Animation,Science Fiction,Family",Japanese,30000000.0,163649270.0,133649270.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0
One Piece Film: Z,2014,75.0,"Animation,Fantasy,Action,Adventure",Japanese,11091460.0,74223861.0,63132401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0
Sijjin 6,2019,56.0,Horror,Turkish,141600000.0,522659686.2,381059686.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Big Brother,2018,76.0,"Action,Drama,Comedy",Chinese,61800000.0,438365838.4,376565838.4,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0
Sex Doll,2016,58.0,"Drama,Thriller,Mystery",French,125700000.0,300346804.0,174646804.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0
Veronica,2017,62.0,Horror,"Spanish, Castilian",80200000.0,338842741.4,258642741.39999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
The First Time,2018,0.0,Romance,Korean,181600000.0,175269998.8,-6330001.199999988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Sex and the Emperor,1994,42.0,"Drama,Comedy,Romance",Cantonese,132500000.0,581650039.2,449150039.20000005,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Into the White,2013,69.0,"War,Action,Drama",Norwegian,46670000.0,712216.0,-45957784.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0
La Belle Verte,1996,72.0,Comedy,French,82400000.0,400066522.0,317666522.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Emmanuelle in Hong Kong,2003,20.0,Drama,Cantonese,12001040.0,38139010.0,26137970.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
[REC],2008,72.0,"Horror,Mystery","Spanish, Castilian",1500000.0,32511655.0,31011655.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
Erotic Ghost Story V,1997,0.0,"Drama,Fantasy",Cantonese,199600000.0,175269998.8,-24330001.199999988,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Room in Rome,2010,64.0,"Drama,Romance","Spanish, Castilian",36345000.0,844281.0,-35500719.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Portrait of a Lady on Fire,2019,82.0,"Drama,Romance",French,5740000.0,9923127.0,4183127.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Mazinger Z: Infinity,2018,68.0,"Action,Science Fiction,Animation",Japanese,56745539.8,2732673.0,-54012866.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0
Queen of Hearts,2019,69.0,Drama,Danish,19000000.0,162645820.6,143645820.6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Thunderbolt,1995,65.0,"Action,Thriller",Cantonese,77400000.0,313921159.0,236521159.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
The Miracle of Marcelino,2010,78.0,"Family,Drama","Spanish, Castilian",3000000.0,512315.0,-2487685.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Godzilla: The Planet Eater,2018,64.0,"Animation,Science Fiction,Action,Adventure",Japanese,90400000.0,462394097.8,371994097.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,4.0
Pokémon: The First Movie,1999,69.0,"Animation,Family,Adventure,Fantasy,Action",Japanese,30000000.0,163644662.0,133644662.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0
Evangelion: 1.0 You Are (Not) Alone,2008,76.0,"Animation,Science Fiction,Action,Drama",Japanese,37504333.2,20000000.0,-17504333.200000003,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,4.0
Kingsglaive: Final Fantasy XV,2016,68.0,"Animation,Science Fiction,Action",Japanese,52620000.0,269980.0,-52350020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0
Ip Man 3,2016,70.0,"Action,Drama,History",Cantonese,36000000.0,157029618.0,121029618.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0
One Piece: Curse of the Sacred Sword,2004,70.0,"Animation,Adventure,Action",Japanese,37167905.0,13422333.0,-23745572.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0
Pokémon 3: The Movie,2001,65.0,"Adventure,Fantasy,Animation,Action,Family",Japanese,16000000.0,68411275.0,52411275.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0
Checkered Ninja,2018,75.0,"Animation,Comedy,Adventure,Fantasy",Danish,118800000.0,498318467.6,379518467.6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0
War of the Arrows,2011,72.0,"Drama,Action,History,Thriller",Korean,8000000.0,49000000.0,41000000.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0
Jan Dara: The Finale,2013,55.0,"Drama,Romance",Thai,127800000.0,578598408.0,450798408.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
My Name Is Khan,2010,81.0,"Drama,Romance",Hindi,12000000.0,42345360.0,30345360.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Bayonetta: Bloody Fate,2013,65.0,"Animation,Action,Fantasy",Japanese,141280000.0,608857282.0,467577282.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0
I Am Dragon,2015,72.0,"Fantasy,Romance",Russian,18000000.0,10495305.0,-7504695.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Love Lesson,2013,60.0,"Romance,Drama,Comedy",Korean,109600000.0,520431822.2,410831822.2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Sword Art Online: Extra Edition,2013,67.0,"Animation,Fantasy,Adventure",Japanese,89000000.0,407893232.8,318893232.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
Purpose of Reunion 3,2018,44.0,"Drama,Romance",Korean,127300000.0,428289420.4,300989420.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Curiosa,2019,61.0,"Drama,History",French,103400000.0,784077594.2,680677594.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
Senior Couple and Exchange Sex,2019,30.0,Romance,Korean,15541000.0,38139010.0,22598010.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
The Smile of the Fox,1992,55.0,Thriller,Italian,60600000.0,487584871.8,426984871.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
The Anthem of the Heart,2015,76.0,"Animation,Drama,Music,Romance",Japanese,13453000.0,8852989.0,-4600011.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0
New Police Story,2005,71.0,"Action,Thriller,Crime,Drama",Cantonese,38105400.0,8712057.0,-29393343.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0
Lev Yashin. The Dream Goalkeeper,2019,81.0,Drama,Russian,174400000.0,895189907.0,720789907.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Elite Squad: The Enemy Within,2011,78.0,"Drama,Action,Crime",Portuguese,6431937.4,63027681.0,56595743.6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0
EXIT,2019,75.0,"Action,Comedy",Korean,10892000.0,69501772.0,58609772.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
Dragon Ball Z: The Real 4-D at Super Tenkaichi Budokai,2017,67.0,"Action,Animation,Adventure",Japanese,93000000.0,427286802.0,334286802.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0
Young Sister-in-law 3,2019,53.0,Romance,Korean,121400000.0,492196010.4,370796010.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Tidal Wave,2009,69.0,"Action,Drama,Thriller",Korean,16000000.0,71641901.0,55641901.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0
Wu Kong,2017,76.0,"Fantasy,Action,Adventure",Chinese,95000000.0,968154371.2,873154371.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0
The Host,2006,70.0,"Horror,Drama,Science Fiction",Korean,50000000.0,64477051.0,14477051.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0
A Fistful of Dollars,2010,79.0,Western,Italian,200000.0,14500000.0,14300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Throne of Elves,2016,75.0,"Fantasy,Animation,Family",Chinese,9037504.6,3916195.0,-5121309.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
Bāhubali 2: The Conclusion,2017,74.0,"Action,Adventure,Fantasy",Telugu,31000000.0,275947313.0,244947313.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0
Pokémon Heroes,2002,66.0,"Animation,Adventure,Action,Fantasy",Japanese,51117129.0,20867919.0,-30249210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0
Huevos: Little Rooster's Egg-Cellent Adventure,2015,70.0,"Animation,Adventure,Comedy,Family","Spanish, Castilian",5300000.0,26072723.0,20772723.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0
Pokémon: Arceus and the Jewel of Life,2009,71.0,"Family,Animation,Adventure,Fantasy",Japanese,30672739.2,50673078.0,20000338.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0
Ong Bak 3,2010,60.0,"Action,Adventure,History",Thai,8501932.4,2340363.0,-6161569.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0
Shin Godzilla,2016,71.0,"Action,Science Fiction,Horror",Japanese,15000000.0,77947607.0,62947607.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0
Kung Fu Jungle,2014,67.0,"Action,Thriller,Crime",Cantonese,25000000.0,129115.0,-24870885.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0
Bungo Stray Dogs: Dead Apple,2018,83.0,"Animation,Action,Comedy,Mystery,Crime,Fantasy",Japanese,161000000.0,1213425726.6,1052425726.5999999,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,6.0
Doraemon: Nobita and the Island of Miracles - Animal Adventure,2012,70.0,"Family,Animation,Adventure",Japanese,82095400.0,501240695.4,419145295.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
Flower & Snake II,2005,62.0,"Drama,Thriller,Romance",Japanese,178400000.0,465590537.4,287190537.4,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Evangelion: 2.0 You Can (Not) Advance,2010,79.0,"Animation,Science Fiction,Action,Drama",Japanese,29202530.2,41162041.0,11959510.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,4.0
Dragon Ball Z Side Story: Plan to Eradicate the Saiyans,1993,62.0,"Action,Adventure,Animation",Japanese,88600000.0,641153201.2,552553201.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0
Sakuya: The Slayer of Demons,2000,63.0,"Adventure,Fantasy",Japanese,130900000.0,365868379.2,234968379.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Messi,2014,74.0,Documentary,"Spanish, Castilian",79500000.0,708023892.4,628523892.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Operation Condor,1991,74.0,"Action,Adventure,Crime,Thriller",Cantonese,112000000.0,589784229.4,477784229.4,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0
Fate/stay night: Heaven's Feel I. Presage Flower,2017,76.0,"Action,Animation,Drama,Fantasy,Romance",Japanese,9652108.0,17422935.0,7770827.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0
The Skin I Live In,2011,75.0,"Drama,Horror,Mystery,Thriller","Spanish, Castilian",13000000.0,33750478.0,20750478.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
Asterix & Obelix: Mission Cleopatra,2006,74.0,"Family,Fantasy,Comedy,Adventure",French,58500000.0,128027976.0,69527976.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
Kizumonogatari Part 3: Reiketsu,2017,81.0,"Animation,Fantasy,Mystery",Japanese,60380000.0,1225860042.8,1165480042.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0
3-Iron,2004,78.0,"Drama,Romance,Crime",Korean,6981937.4,3403957.0,-3577980.4000000004,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Parasyte: Part 2,2015,70.0,"Science Fiction,Horror",Japanese,100140000.0,709840720.6,609700720.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
For a Few Dollars More,2010,80.0,Western,Italian,600000.0,15000000.0,14400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
An Affair: My Sister-in-law's Love,2018,10.0,"Drama,Romance",Korean,201940000.0,38157314.0,-163782686.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Gantz,2011,66.0,"Horror,Action,Science Fiction",Japanese,127400000.0,507452658.6,380052658.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0
Revenge,2018,64.0,"Action,Thriller,Horror",French,2900000.0,692079.0,-2207921.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0
Operation Mekong,2016,70.0,"Action,Adventure,Crime,War",Chinese,30200000.0,173000000.0,142800000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0
Anatomy of Hell,2005,48.0,Drama,French,148800000.0,665830147.0,517030147.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Pokémon 4Ever,2001,65.0,"Adventure,Fantasy,Animation,Science Fiction,Family",Japanese,38700000.0,28023563.0,-10676437.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0
I Don't Like Younger Men,2017,37.0,Romance,Korean,58670000.0,385960548.2,327290548.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Erotic Tutoring 2,2019,68.0,"Romance,Drama",Korean,164000000.0,374254139.0,210254139.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Lee Chaedam's G-Spot,2017,54.0,Romance,Korean,88600000.0,370156261.0,281556261.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
One Piece: The Movie,2000,70.0,"Action,Animation,Adventure,Comedy,Fantasy",Japanese,128400000.0,798760588.8,670360588.8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0
Pokémon: Lucario and the Mystery of Mew,2006,69.0,"Family,Adventure,Animation,Fantasy,Action,Science Fiction",Japanese,94000000.0,365514109.8,271514109.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,6.0
In the Mood for Love,2001,81.0,"Drama,Romance",Cantonese,150000.0,12854953.0,12704953.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
The Monkey King,2014,56.0,"Action,Adventure,Family",Chinese,82000000.0,2301495.6,-79698504.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0
Well,2016,41.0,Drama,Hungarian,139800000.0,581972415.8,442172415.79999995,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
The Lover,1992,70.0,"Drama,Romance",French,26814012.8,5013090.0,-21800922.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Andhadhun,2018,76.0,"Crime,Thriller,Comedy",Hindi,4500000.0,40000000.0,35500000.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Terrified,2018,66.0,Horror,"Spanish, Castilian",75100000.0,636679839.4,561579839.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
The Girl Next Door 2,2018,68.0,Romance,Korean,78200000.0,360564423.2,282364423.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Asura,2012,72.0,"Animation,Drama,History,Horror",Japanese,130200000.0,563061317.4,432861317.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0
The Horde,2010,59.0,"Action,Horror,Thriller",French,122300000.0,437163321.4,314863321.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0
Inuyasha the Movie 2: The Castle Beyond the Looking Glass,2002,77.0,"Action,Animation,Adventure,Fantasy",Japanese,142000000.0,976096789.6,834096789.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0
Mom's Friend 3,2017,48.0,"Romance,Drama",Korean,119000000.0,948498291.2,829498291.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
BLAME!,2017,64.0,"Action,Drama,Science Fiction,Animation",Japanese,178000000.0,462715462.8,284715462.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,4.0
Shanghai Fortress,2019,55.0,"Science Fiction,War",Chinese,30000000.0,60875030.0,30875030.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
The Ghost Story IX,1992,0.0,"Drama,Fantasy",Chinese,199600000.0,175269998.8,-24330001.199999988,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
The Last King,2016,57.0,"Action,Adventure,Drama,History",Norwegian,5233963.0,30150779.2,24916816.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0
Hot Neighbors,2016,62.0,"Drama,Romance",Korean,100200000.0,288405522.6,188205522.60000002,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Ne Zha,2019,79.0,"Animation,Fantasy,Adventure",Chinese,20000000.0,742500000.0,722500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
