Name,Year,Score,Genre,Language,Budget,Revenue,Profit
Grisaia: Phantom Trigger The Animation,2019-03-15,59.0,"Action,Animation", Japanese,101300000.0,819177204.2,717877204.2
Karan Arjun,1995-01-13,67.0,"Action,Thriller", Hindi,1850000.0,16540000.0,14690000.0
Police Story: Lockdown,2013-12-24,61.0,"Action,Crime,Drama", Chinese,12300000.0,94249025.0,81949025.0
Ghost in the Shell Arise - Border 4: Ghost Stands Alone,2014-09-06,70.0,"Action,Animation,Science Fiction,Crime", Japanese,117200000.0,513422565.0,396222565.0
Animal World,2018-06-29,72.0,"Drama,Action,Adventure,Thriller,Mystery,Fantasy", Chinese,125000.0,73773028.2,73648028.2
Operation Chromite,2016-07-27,58.0,"History,Drama,War,Action", Korean,12700000.0,49196532.0,36496532.0
The Legend of 1900,1998-10-28,83.0,"Drama,Music,Romance", Italian,9000000.0,21057208.0,12057208.0
My Daughter's Lover 3,2019-12-05,47.0,Romance, Korean,135200000.0,947468745.8,812268745.8
God of War,2017-05-27,59.0,"Action,History", Chinese,25000000.0,192580540.8,167580540.8
Pokémon: Destiny Deoxys,2004-07-22,66.0,"Family,Adventure,Animation,Fantasy", Japanese,66160000.0,34300000.0,-31860000.0
Two Mothers,2017-08-01,50.0,"Drama,Romance", Korean,175600000.0,288568132.4,112968132.39999998
Until the End of the World,1991-09-12,68.0,"Drama,Science Fiction,Adventure", German,23000000.0,213407413.4,190407413.4
Dumplings,2004-08-19,67.0,Horror, Cantonese,60800000.0,470197771.4,409397771.4
Women: Sexual Satisfaction,2017-10-12,20.0,Romance, Korean,12001040.0,38139010.0,26137970.0
Rocco,2016-11-30,56.0,Documentary, French,80300000.0,321306715.6,241006715.60000002
Burn the Stage: The Movie,2018-11-15,84.0,Music, Korean,140460000.0,807925864.6,667465864.6
The Mermaid: Lake of the Dead,2018-07-12,62.0,"Horror,Fantasy,Romance", Russian,140800000.0,309118887.2,168318887.2
Colorful,2010-08-21,73.0,"Animation,Drama,Family", Japanese,124000000.0,417412529.2,293412529.2
Your Son,2018-11-09,57.0,"Drama,Thriller"," Spanish, Castilian",2128009.2,414202.0,-1713807.2000000002
Stalingrad,1995-06-08,73.0,"Drama,History,War", German,5714523.8,152972.0,-5561551.8
Red Cliff Part II,2009-07-09,73.0,"Action,Adventure,Drama,History,War", Chinese,80000000.0,121059225.0,41059225.0
Pleasure Guide,2017-12-07,10.0,Romance, Korean,201940000.0,38157314.0,-163782686.0
Tod@s Caen,2019-09-20,78.0,Comedy," Spanish, Castilian",116600000.0,586907459.0,470307459.0
The Legend of Hei,2019-08-27,84.0,"Animation,Fantasy,Action", Chinese,9237023.8,48045728.0,38808704.2
My Brother's Wife 3: The Woman Downstairs,2017-01-14,60.0,Drama, Korean,73800000.0,346352260.6,272552260.6
Mulan: Rise of a Warrior,2009-11-27,75.0,"Adventure,Drama,Action", Chinese,12000000.0,13380561.0,1380561.0
Memories,1995-12-23,74.0,"Fantasy,Animation,Science Fiction", Japanese,136400000.0,606426125.2,470026125.20000005
The Grandmaster,2014-09-04,66.0,"Action,Drama,History", Cantonese,3860000.0,64076736.0,60216736.0
Om Shanti Om,2007-11-09,70.0,"Comedy,Thriller,Drama", Hindi,9100000.0,37707444.0,28607444.0
Tokyo Train Girls 3: The Sensuous Nurse,2008-04-25,46.0,Drama, Japanese,89200000.0,450005002.8,360805002.8
Case Closed: Countdown to Heaven,2001-04-21,72.0,"Crime,Animation,Action,Mystery,Drama", Japanese,117600000.0,399292267.0,281692267.0
Jamon Jamon,1992-09-03,63.0,"Comedy,Drama,Romance"," Spanish, Castilian",100760000.0,558095583.4,457335583.4
Step Up: Year of the Dance,2019-07-25,60.0,"Music,Drama", Chinese,93600000.0,186333762.2,92733762.19999999
Tale of Tales,2015-08-04,64.0,"Romance,Fantasy,Horror", Italian,12000000.0,5500277.0,-6499723.0
DPMI-019 キャンギャル狂想脚 美月恋,2017-06-25,0.0,, Japanese,167540000.0,175269998.8,7729998.800000012
The White Haired Witch of Lunar Kingdom,2014-02-14,61.0,Fantasy, Chinese,111000000.0,365372568.2,254372568.2
Jo Pil-ho: The Dawning Rage,2019-03-20,61.0,"Action,Crime,Drama,Thriller", Korean,81400000.0,342214087.8,260814087.8
The Perfect Dictatorship,2014-10-16,73.0,"Drama,Comedy"," Spanish, Castilian",140000000.0,456083328.6,316083328.6
Forbidden Empire,2014-01-30,59.0,"Thriller,Adventure,Mystery,Fantasy,Horror,Science Fiction", Russian,26000000.0,34592118.0,8592118.0
Le Chef,2012-06-14,62.0,Comedy, French,15440000.0,306724.0,-15133276.0
Sabrina,2018-07-12,54.0,"Horror,Thriller", Indonesian,58000000.0,87100000.0,29100000.0
Rise of the Legend,2014-11-21,62.0,"Drama,Action", Chinese,16140689.0,30932534.0,14791845.0
"The Good, the Bad, the Weird",2008-07-16,72.0,"Action,Adventure,Comedy,Western", Korean,10000000.0,118630661.8,108630661.8
Arn: The Knight Templar,2009-08-25,63.0,"Action,Adventure,Drama,Romance", Swedish,25000000.0,234882878.8,209882878.8
Before the Fall,2005-01-13,71.0,Drama, German,4500000.0,3764219.0,-735781.0
The Flowers of War,2013-08-14,75.0,"Drama,History,War", Chinese,94000000.0,95311434.0,1311434.0
Wild Strawberries,2005-12-21,81.0,Drama, Swedish,174400000.0,895189907.0,720789907.0
Detective Conan: Captured in Her Eyes,2000-04-22,74.0,"Animation,Crime,Thriller", Japanese,112800000.0,674087982.4,561287982.4
Perdida,2018-04-19,62.0,"Drama,Mystery,Crime"," Spanish, Castilian",667000.0,100216295.0,99549295.0
"Spring, Summer, Fall, Winter... and Spring",2003-09-19,78.0,Drama, Korean,27073270.6,8945072.0,-18128198.6
Doraemon: Nobita's Dinosaur,2006-03-04,74.0,"Animation,Adventure,Family", Japanese,117600000.0,773393740.4,655793740.4
OSS 117: Lost in Rio,2009-04-15,71.0,"Crime,Action,Comedy", French,31165200.0,104600242.2,73435042.2
Dragon Quest: Your Story,2019-08-02,68.0,"Animation,Adventure,Comedy,Fantasy,Action,Family", Japanese,94400000.0,408556335.6,314156335.6
The Salvation,2014-10-10,64.0,"Drama,Western", Danish,14000000.0,2947737.0,-11052263.0
Cave,2016-09-02,43.0,"Adventure,Thriller", Norwegian,112300000.0,615996146.8,503696146.79999995
Prostitution,2016-11-24,50.0,"Drama,Romance", Korean,175600000.0,288568132.4,112968132.39999998
I Give My First Love to You,2009-10-24,74.0,"Drama,Comedy,Romance", Japanese,108000000.0,715993426.6,607993426.6
Dangal,2016-12-23,80.0,"Drama,Family,Comedy,Action", Hindi,9500000.0,305149461.0,295649461.0
Little Witch Academia: The Enchanted Parade,2015-07-03,74.0,"Action,Animation,Fantasy,Comedy", Japanese,625000.0,72289914.6,71664914.6
The Artist,2011-12-09,74.0,"Drama,Comedy,Romance", French,16000000.0,128100584.0,112100584.0
Golden Job,2018-09-20,65.0,"Action,Adventure,Crime", Cantonese,149000000.0,251276175.0,102276175.0
"Torrente, the Dumb Arm of the Law",1998-03-13,64.0,"Comedy,Crime"," Spanish, Castilian",92000000.0,379803427.4,287803427.4
Japanese Mom,2017-02-09,55.0,"Romance,Drama", Korean,94000000.0,537098095.8,443098095.79999995
Initial D,2005-05-12,68.0,"Action,Crime,Thriller,Drama", Cantonese,1549000.0,7096000.0,5547000.0
Fist of the North Star: Legend of Raoh - Chapter of Fierce Fight,2007-04-28,65.0,"Action,Animation", Japanese,82600000.0,307390441.0,224790441.0
Revenger,2018-12-06,53.0,Action, Korean,110800000.0,514469805.4,403669805.4
The Untold Story,1993-05-13,60.0,"Crime,Drama,Horror,Thriller", Cantonese,111000000.0,536970985.4,425970985.4
The Bad Guys: Reign of Chaos,2019-09-11,68.0,"Action,Crime", Korean,68400000.0,396375594.0,327975594.0
Zombies,2018-05-03,58.0,"Horror,Action,Thriller,Mystery", German,125000000.0,399706279.2,274706279.2
One Piece: Heart of Gold,2016-07-16,75.0,"Animation,Adventure,Comedy,Fantasy,Action", Japanese,103800000.0,449307017.0,345507017.0
File 253,2015-02-05,56.0,Horror," Spanish, Castilian",141600000.0,522659686.2,381059686.2
Liz and the Blue Bird,2018-04-21,72.0,"Animation,Drama,Music", Japanese,99800000.0,553635502.2,453835502.20000005
Assassination Classroom,2015-03-21,73.0,"Action,Adventure,Comedy,Science Fiction", Japanese,160800000.0,345905292.4,185105292.39999998
Kite,2005-09-21,67.0,"Animation,Crime,Action,Thriller", Japanese,85400000.0,435045871.0,349645871.0
The Bélier Family,2015-12-26,69.0,"Comedy,Music", French,11000000.0,260243983.0,249243983.0
Be with You,2018-03-14,83.0,"Romance,Drama,Fantasy", Korean,961023.8,18588844.0,17627820.2
Ronal the Barbarian,2011-09-29,60.0,"Animation,Adventure,Fantasy", Danish,2485518.0,2403409.0,-82109.0
The Tower,2012-12-25,70.0,"Action,Drama", Korean,108400000.0,765957562.2,657557562.2
Hellhole,2019-03-20,42.0,Drama," Dutch, Flemish",61100000.0,431483072.0,370383072.0
A Hard Day,2014-05-29,71.0,"Action,Crime,Thriller", Korean,23622012.8,19004.0,-23603008.8
Shoplifters,2018-12-15,79.0,"Drama,Family", Japanese,102460000.0,1010286272.6,907826272.6
My Brother's Wife,2005-11-04,63.0,"Romance,Drama"," Spanish, Castilian",128200000.0,563428871.8,435228871.79999995
It's Only the End of the World,2016-06-11,72.0,Drama, French,10000000.0,64412531.8,54412531.8
L: change the WorLd,2008-08-05,59.0,"Fantasy,Action,Thriller,Science Fiction,Mystery", Japanese,19600000.0,30231200.0,10631200.0
Haikyuu!! The Movie: The End and the Beginning,2015-07-03,84.0,"Animation,Comedy,Drama", Japanese,110880000.0,870531790.4,759651790.4
Love Affair: Married Couple's Carpool,2018-06-28,20.0,Romance, Korean,12001040.0,38139010.0,26137970.0
Flash Point,2007-08-09,70.0,Action, Cantonese,8000000.0,6177725.0,-1822275.0
The Great Battle,2018-09-19,73.0,"War,History,Action", Korean,13305000.0,41509280.0,28204280.0
Beyond the Boundary: I'll Be Here – Future,2015-04-25,76.0,"Animation,Action,Fantasy,Drama,Comedy", Japanese,105000000.0,549817752.0,444817752.0
Thirst,2009-04-30,71.0,"Drama,Horror,Thriller", Korean,5000000.0,13085023.0,8085023.0
Deseo,2013-09-13,67.0,Drama," Spanish, Castilian",75500000.0,509726081.0,434226081.0
Doraemon: Nobita and the Spiral City,1997-03-08,73.0,"Animation,Science Fiction,Family", Japanese,93000000.0,345008293.2,252008293.2
Monstrum,2018-09-12,67.0,"Action,Horror,Drama,Fantasy", Korean,85051500.0,5577666.0,-79473834.0
1987: When the Day Comes,2017-12-27,81.0,"Drama,History,Thriller", Korean,12308000.0,49380115.0,37072115.0
The Prey,2011-04-12,63.0,"Action,Crime,Thriller", French,134000000.0,465164351.2,331164351.2
App,2013-04-03,51.0,Thriller," Dutch, Flemish",2000000.0,3280243.8,1280243.7999999998
Detective Conan: The Last Wizard of the Century,1999-04-17,72.0,"Animation,Thriller,Mystery", Japanese,3768000.0,22951145.0,19183145.0
Satan's Slaves,2017-09-28,68.0,"Horror,Mystery", Indonesian,147983.0,235836556.2,235688573.2
Young and Wild,2012-03-29,64.0,"Comedy,Drama"," Spanish, Castilian",115500000.0,365470598.0,249970598.0
The Invisible Boy,2014-12-18,63.0,"Comedy,Adventure,Science Fiction,Fantasy", Italian,8000000.0,5216102.0,-2783898.0
The Spanish Apartment,2002-06-19,71.0,"Drama,Comedy,Romance", French,5300000.0,3897799.0,-1402201.0
Toc Toc,2017-09-01,71.0,Comedy," Spanish, Castilian",105200000.0,558301701.8,453101701.79999995
The True Story of Puss 'n Boots,2009-04-01,46.0,"Family,Adventure,Animation", French,139500000.0,626174185.2,486674185.20000005
The 9th Precinct,2019-08-29,60.0,"Fantasy,Thriller,Crime", Chinese,1413543.0,1862261.0,448718.0
Crows Zero II,2009-04-11,73.0,"Action,Thriller", Japanese,57600000.0,763439177.6,705839177.6
Violet Perfume,2001-03-11,78.0,Drama," Spanish, Castilian",101400000.0,569937260.2,468537260.20000005
The Visitors II: The Corridors of Time,1998-02-11,60.0,"Comedy,Fantasy", French,23030000.0,66000000.0,42970000.0
My Student's Mom,2016-08-11,36.0,Romance, Korean,47270000.0,329856760.8,282586760.8
Let Me Eat Your Pancreas,2017-07-28,69.0,"Drama,Romance", Japanese,108200000.0,405044027.8,296844027.8
The Girl Who Kicked the Hornet's Nest,2010-12-23,70.0,"Action,Thriller,Crime,Mystery", Swedish,4000000.0,43498108.0,39498108.0
Bring Me Home,2019-11-27,68.0,"Drama,Thriller", Korean,120800000.0,526730825.6,405930825.6
Doraemon: Nobita and the Robot Kingdom,2002-03-09,68.0,Animation, Japanese,57400000.0,264065914.8,206665914.8
If I Were a Rich Man,2019-11-15,60.0,Comedy," Spanish, Castilian",114200000.0,241031716.6,126831716.6
Volver,2006-03-17,75.0,"Comedy,Drama,Romance"," Spanish, Castilian",9400000.0,87226613.0,77826613.0
Ruby & Quentin,2004-04-08,67.0,"Comedy,Crime", French,27440000.0,292131114.4,264691114.39999998
Maria Full of Grace,2004-04-01,72.0,"Drama,Thriller,Crime"," Spanish, Castilian",3200000.0,14441158.0,11241158.0
Heaven's Lost Property Final – The Movie: Eternally My Master,2014-04-27,79.0,"Animation,Romance,Science Fiction,Comedy", Japanese,134000000.0,929358165.6,795358165.6
Dogtooth,2009-10-22,71.0,Drama, Greek,275576.0,110197.0,-165379.0
Date A Live: Mayuri Judgment,2015-08-22,79.0,"Animation,Romance,Science Fiction", Japanese,107900000.0,688937658.6,581037658.6
Mongol: The Rise of Genghis Khan,2008-06-19,67.0,"History,Adventure,War,Action", Russian,18000000.0,26527510.0,8527510.0
The Rose Seller,1998-08-28,77.0,"Drama,Crime"," Spanish, Castilian",92400000.0,781330534.6,688930534.6
Commando 2 -  The Black Money Trail,2017-03-02,60.0,"Action,Thriller", Hindi,157000000.0,450337882.4,293337882.4
Cheese in the Trap,2018-03-14,68.0,"Romance,Drama,Thriller", Korean,72400000.0,567550440.2,495150440.20000005
Evangelion: Death (True)²,1998-03-07,69.0,"Animation,Science Fiction,Action,Drama", Japanese,152000000.0,611815622.8,459815622.79999995
Call Boy,2018-04-06,65.0,Drama, Japanese,95600000.0,305560367.8,209960367.8
White Fang,2018-03-28,73.0,"Animation,Family", French,14000000.0,34729091.0,20729091.0
The Life of Jesus,1997-06-04,67.0,Drama, French,75500000.0,509726081.0,434226081.0
An Affair: My Wife's Friend,2018-05-17,45.0,Romance, Korean,114500000.0,180591246.6,66091246.599999994
The Sin,2004-06-10,60.0,"Action,Drama,Romance,Thriller", Thai,123200000.0,435195464.2,311995464.2
Romance of the West Chamber,1997-10-09,40.0,"History,Romance", Cantonese,76800000.0,821985126.0,745185126.0
Fullmetal Alchemist the Movie: The Sacred Star of Milos,2012-03-23,69.0,"Adventure,Fantasy,Animation,Action,Science Fiction", Japanese,55024000.0,7401480.0,-47622520.0
Fidelity,2019-10-31,69.0,Drama, Russian,95000000.0,406434252.2,311434252.2
Young Mother: What's Wrong With My Age?,2015-04-30,40.0,"Comedy,Romance", Korean,101800000.0,842846355.6,741046355.6
With Every Heartbeat,2011-07-29,71.0,"Romance,Drama", Swedish,122200000.0,503388911.8,381188911.8
One Piece: Strong World Episode 0,2010-04-24,73.0,"Action,Animation,Comedy", Japanese,158000000.0,582632450.4,424632450.4
K.G.F: Chapter 1,2018-12-21,75.0,"Action,Crime,Drama", Kannada,113600000.0,637739380.0,524139380.0
HK: Forbidden Super Hero,2013-04-13,63.0,"Action,Comedy", Japanese,16730000.0,779893.0,-15950107.0
Erotic Ghost Story III,1992-01-01,54.0,"Horror,Drama,Fantasy", Cantonese,3380017.8,1201428.0,-2178589.8
The Sex Of The Angels,2012-05-04,66.0,"Romance,Drama"," Spanish, Castilian",113000000.0,735949885.8,622949885.8
La Belle Noiseuse,1991-09-04,73.0,Drama, French,71400000.0,751654707.4,680254707.4
Planetarian: Hoshi no Hito,2016-09-03,67.0,"Animation,Drama", Japanese,80000000.0,274286661.6,194286661.60000002
Rurouni Kenshin: Requiem for the Ishin Patriots,1997-12-20,65.0,"Animation,Action,Fantasy", Japanese,141280000.0,608857282.0,467577282.0
Royal Space Force - The Wings Of Honneamise,2007-11-07,69.0,"Animation,Science Fiction", Japanese,8000000.0,257720413.2,249720413.2
No Mercy,2019-01-01,71.0,"Action,Adventure,Thriller", Korean,121800000.0,367499604.0,245699604.0
Doraemon: Nobita's Great Battle of the Mermaid King,2010-03-06,71.0,"Adventure,Family,Animation", Japanese,27642400.0,83686340.0,56043940.0
Los perros,2018-03-15,56.0,Drama," Spanish, Castilian",96800000.0,266160413.6,169360413.6
Ghost in the Shell Arise - Border 2: Ghost Whispers,2013-11-29,72.0,"Action,Animation,Science Fiction,Thriller", Japanese,96400000.0,588592431.0,492192431.0
Miracle in Cell No. 7,2013-01-23,79.0,"Drama,Comedy", Korean,473937.4,80300000.0,79826062.6
Carne,1991-05-01,68.0,"Drama,Thriller,Crime", French,89180000.0,511934839.4,422754839.4
Illang: The Wolf Brigade,2018-07-25,63.0,"Science Fiction,Action,Thriller,Drama", Korean,16723043.0,165664419.4,148941376.4
The Visitors,1993-01-27,71.0,"Fantasy,Comedy", French,119400000.0,738519773.2,619119773.2
Paradox,2017-08-25,66.0,"Crime,Action,Drama", Cantonese,122400000.0,666851201.2,544451201.2
Arpeggio of Blue Steel -Ars Nova Cadenza-,2015-10-03,77.0,"Action,Science Fiction,Animation", Japanese,183200000.0,969857559.2,786657559.2
The Place Promised in Our Early Days,2004-11-20,66.0,"Animation,Adventure,Drama,Romance,Science Fiction", Japanese,142600000.0,426613741.8,284013741.8
The Jungle Bunch,2017-07-26,64.0,"Adventure,Comedy,Family,Animation", French,87800000.0,328664924.4,240864924.39999998
The Big Trip,2019-04-27,70.0,"Animation,Comedy,Adventure,Family", Russian,87800000.0,554873030.6,467073030.6
Persepolis,2007-06-27,79.0,"Animation,Drama", French,7300000.0,25397187.0,18097187.0
The Guardian Brothers,2017-09-01,58.0,"Animation,Family,Fantasy", Chinese,10000000.0,92695917.0,82695917.0
Cats,2019-10-24,68.0,"Animation,Family", Chinese,100000000.0,75568355.0,-24431645.0
Knockin' on Heaven's Door,1997-02-20,76.0,"Comedy,Crime", German,124200000.0,790948055.8,666748055.8
Black Mask,1996-11-07,62.0,Action, Cantonese,66890000.0,448572309.6,381682309.6
K: Seven Stories Movie 6 - Circle Vision - Nameless Song,2018-12-01,65.0,"Animation,Action,Fantasy", Japanese,141280000.0,608857282.0,467577282.0
Confessions of a Brazilian Call Girl,2011-02-25,64.0,Drama, Portuguese,80400000.0,411716817.2,331316817.2
Young Detective Dee: Rise of the Sea Dragon,2013-09-27,63.0,"Action,Crime,Fantasy,Adventure", Chinese,23640000.0,98774891.0,75134891.0
Puella Magi Madoka Magica the Movie Part II: Eternal,2012-12-09,76.0,"Thriller,Animation,Fantasy", Japanese,123000000.0,779116911.6,656116911.6
Pleasure,2013-01-26,53.0,"Comedy,Drama", Swedish,133400000.0,838643421.2,705243421.2
Pusher,1996-08-30,70.0,"Action,Crime,Drama,Thriller", Danish,965000.0,191820413.2,190855413.2
The Merciless,2017-05-17,72.0,"Action,Crime,Mystery", Korean,163200000.0,547705354.8,384505354.79999995
Happy Together,1997-05-30,76.0,"Drama,Romance", Cantonese,125000.0,5000000.0,4875000.0
Purpose of Reunion,2015-08-06,45.0,"Romance,Drama", Korean,138800000.0,865251451.2,726451451.2
Psycho-Pass: Sinners of the System - Case.2 First Guardian,2019-02-15,69.0,"Animation,Science Fiction,Crime", Japanese,175000000.0,650461717.2,475461717.20000005
Lulu,2014-04-01,57.0,Drama, Danish,156600000.0,568184516.6,411584516.6
Contract Killer,1998-04-03,70.0,"Action,Comedy,Thriller", Cantonese,93340000.0,548578964.6,455238964.6
The Killer,2017-09-13,62.0,"Action,Western", Portuguese,109000000.0,316205621.4,207205621.39999998
Kites,2010-05-21,72.0,"Drama,Action,Romance", Hindi,9200000.0,17155193.0,7955193.0
The Collini Case,2019-04-18,73.0,"Crime,Thriller,Drama", German,125360000.0,679785162.6,554425162.6
Pola X,1999-05-13,57.0,"Drama,Romance", French,118008009.2,452180857.4,334172848.2
Jesus,1999-01-01,0.0,History, Italian,213940000.0,175269998.8,-38670001.19999999
The Captain,2019-09-30,71.0,"Drama,Thriller", Chinese,104000000.0,528470911.2,424470911.2
A Letter to Momo,2012-04-21,74.0,"Comedy,Fantasy,Animation,Drama,Family", Japanese,13122000.0,6748712.0,-6373288.0
Shock Wave,2017-04-20,68.0,"Action,Crime", Cantonese,23000000.0,193593767.8,170593767.8
Porn to Be Free,2016-06-24,56.0,"Documentary,History", Italian,91000000.0,344645917.2,253645917.2
Free Fall,2014-04-03,77.0,"Drama,Romance", German,80000000.0,381000857.6,301000857.6
Sobibor,2018-05-03,65.0,"War,Drama", Russian,39180000.0,4988176.0,-34191824.0
Dororo,2007-03-15,70.0,"Action,Fantasy,Horror,Science Fiction", Japanese,105200000.0,753456368.0,648256368.0
Doraemon: Nobita and the Space Heroes,2015-03-07,63.0,"Comedy,Animation,Family,Adventure,Science Fiction,Fantasy", Japanese,46597700.0,32700000.0,-13897700.0
The Black Devil and the White Prince,2016-02-02,76.0,"Comedy,Romance", Japanese,122200000.0,332240852.0,210040852.0
As If It Were the First Time,2019-08-30,69.0,Comedy," Spanish, Castilian",103740000.0,608633534.0,504893534.0
Dead Snow 2: Red vs. Dead,2014-02-12,66.0,"Horror,Action,Comedy", Norwegian,39460000.0,37473.0,-39422527.0
Proxima,2019-11-27,63.0,Drama, French,87000000.0,416389640.0,329389640.0
RRRrrrr!!!,2004-01-28,63.0,Comedy, French,17820000.0,14054361.0,-3765639.0
Chinese Grandma,2010-08-26,32.0,"Comedy,Drama", Russian,9641000.0,38139010.0,28498010.0
Crows Zero,2007-10-26,70.0,Action, Japanese,85600000.0,412187195.8,326587195.8
2022 Tsunami,2009-05-28,49.0,"Action,Science Fiction,Thriller", Thai,156000000.0,658735468.0,502735468.0
Asterix and the Vikings,2008-11-20,61.0,"Family,Animation,Comedy,Adventure", French,14080000.0,22501596.0,8421596.0
Bluebeard,2017-03-01,68.0,"Mystery,Thriller", Korean,118371600.0,402479703.6,284108103.6
Wicked City,1994-03-24,67.0,"Animation,Action,Fantasy,Horror", Japanese,135000000.0,636925578.2,501925578.20000005
El arca de Noé,2014-10-21,45.0,"Science Fiction,Comedy"," Spanish, Castilian",131500000.0,909309627.4,777809627.4
Paskal,2018-09-27,77.0,"Action,War,Drama", Malay,2243662.0,6748935.0,4505273.0
Capture the Flag,2015-08-28,60.0,"Comedy,Animation,Adventure,Family"," Spanish, Castilian",14000000.0,8306690.0,-5693310.0
Hakuouki: Wild Dance of Kyoto,2013-08-24,61.0,"Action,Animation,Drama,Romance", Japanese,127000000.0,463206591.2,336206591.2
Shaolin,2011-01-20,69.0,"Action,Drama", Chinese,29000000.0,33662874.0,4662874.0
Sky Hunter,2017-09-29,70.0,Action, Chinese,85600000.0,412187195.8,326587195.8
Castaway on the Moon,2009-05-14,80.0,"Drama,Comedy,Romance", Korean,121400000.0,535944170.8,414544170.8
Buddha: The Great Departure,2011-05-28,75.0,"Adventure,Animation,Drama,History", Japanese,110800000.0,657423428.0,546623428.0
Tombstone of the Fireflies,2008-07-05,74.0,"Drama,War", Japanese,64000000.0,215463947.4,151463947.4
anohana: The Flower We Saw That Day - The Movie,2013-08-31,75.0,"Animation,Drama", Japanese,57400000.0,571483832.0,514083832.0
Snake Beauty,1994-03-26,0.0,, Chinese,167540000.0,175269998.8,7729998.800000012
The Legend of the Galactic Heroes: Die Neue These Seiran 1,2019-09-27,79.0,"Animation,Science Fiction", Japanese,135000000.0,598534384.8,463534384.79999995
Tunnel,2016-08-10,73.0,"Thriller,Drama,Action", Korean,1000000.0,22418385.8,21418385.8
Perfect Nanny,2019-11-27,59.0,"Drama,Crime,Thriller", French,78000000.0,556436906.4,478436906.4
Ichi the Killer,2001-12-22,70.0,"Action,Crime,Horror", Japanese,1400010.0,80631.0,-1319379.0
Digimon: The Movie,2001-06-28,66.0,"Fantasy,Animation,Science Fiction,Family", Japanese,5000000.0,16628751.0,11628751.0
Sorry if I Love You,2008-01-25,59.0,Comedy, Italian,135159000.0,234980052.8,99821052.80000001
Dragon Wars: D-War,2008-02-14,45.0,"Fantasy,Drama,Horror,Action,Thriller,Science Fiction", Korean,32000000.0,79915361.0,47915361.0
Paradise Inn Phuket: The Taste of College Students,2019-11-10,55.0,"Drama,Romance", Korean,127800000.0,578598408.0,450798408.0
Detective Conan: Jolly Roger in the Deep Azure,2007-04-21,66.0,"Animation,Adventure", Japanese,71000000.0,408419268.2,337419268.2
Jokyoshi Nikki 3 Himerareta Sei,1997-06-11,30.0,, Japanese,15541000.0,38139010.0,22598010.0
Appleseed: Ex Machina,2008-07-11,65.0,"Animation,Action,Thriller,Science Fiction", Japanese,80800000.0,522718277.8,441918277.8
Tomorrow I Will Date With Yesterday's You,2016-12-17,76.0,"Romance,Drama", Japanese,172400000.0,217755930.8,45355930.80000001
Detective Conan: Sunflowers of Inferno,2015-04-18,61.0,"Crime,Animation,Adventure,Mystery", Japanese,10860000.0,43000000.0,32140000.0
Millennium Actress,2002-09-14,78.0,"Animation,Drama,Romance", Japanese,39055487.8,37641.0,-39017846.8
Art of the Devil 2,2005-12-01,65.0,"Horror,Mystery,Thriller", Thai,28600000.0,506597404.6,477997404.6
Dragon Ball: The Magic Begins,1991-11-30,41.0,"Action,Adventure,Fantasy,Comedy", Chinese,114500000.0,897489221.2,782989221.2
Pokémon Ranger and the Temple of the Sea,2006-07-15,65.0,"Family,Animation,Action,Adventure,Fantasy,Science Fiction", Japanese,42320000.0,26900000.0,-15420000.0
My Sister’s Girlfriend,2017-02-23,0.0,"Romance,Drama", Japanese,185540000.0,178359863.0,-7180137.0
Land of Mine,2016-06-07,78.0,"War,Drama,History", Danish,5070773.0,43904783.4,38834010.4
Persona,2004-11-06,83.0,Drama, Swedish,56580000.0,464356257.8,407776257.8
Take Point,2018-12-26,71.0,Action, Korean,71800000.0,424382090.2,352582090.2
Gurren Lagann the Movie: Childhood's End,2008-09-06,76.0,"Action,Comedy,Animation", Japanese,1715000.0,1880000.0,165000.0
Shinnin Onna Kyoshi,2009-01-23,40.0,Drama, Japanese,101800000.0,821985126.0,720185126.0
The Chosen Ones,2015-08-02,63.0,Drama," Spanish, Castilian",87000000.0,416389640.0,329389640.0
Wet Woman in the Wind,2016-08-01,57.0,"Romance,Drama", Japanese,114800000.0,384414469.8,269614469.8
Youth,2015-10-25,69.0,"Comedy,Drama", Italian,13000000.0,24001573.0,11001573.0
Puella Magi Madoka Magica the Movie Part III: Rebellion,2014-02-01,78.0,"Mystery,Animation,Fantasy", Japanese,33211149.2,12947880.0,-20263269.2
Day Watch,2006-02-28,61.0,"Fantasy,Action,Horror,Thriller", Russian,4200000.0,42918532.0,38718532.0
Tini: The New Life of Violetta,2016-05-06,73.0,"Comedy,Drama,Music"," Spanish, Castilian",19201483.0,17000172.0,-2201311.0
The Guilty,2019-01-14,73.0,"Thriller,Drama", Danish,80000000.0,522029092.4,442029092.4
Naruto Shippuden: OVA Hashirama Senju vs Madara Uchiha,2012-02-23,73.0,Animation, Japanese,123600000.0,590203752.2,466603752.20000005
K-ON! The Movie,2011-12-03,80.0,"Animation,Family,Adventure,Comedy,Music", Japanese,96400000.0,580287053.2,483887053.20000005
Torment,1994-02-16,68.0,"Drama,Thriller,Crime", French,10000000.0,191500032.6,181500032.6
School Of Youth 2: The Unofficial History of the Gisaeng Break-In,2016-03-03,17.0,Comedy, Korean,12001040.0,55831507.0,43830467.0
